team,conf,seed,barthag,adj_o,adj_d,adj_t,wab,year,barthag_z,adj_o_z,adj_d_z,adj_t_z,wab_z
Arizona St.,P12,11,0.769131,109.572,98.6853,70.4155,0.22808283447074,2019,-1.2662702797203296,-0.38101743038351865,0.7243214490945713,1.2544989878704313,-0.26338086190857724
Seton Hall,BE,10,0.766869,108.766,98.0681,68.8928,-0.2856031340952,2019,-2.1920849235795017,-0.5864234671299847,0.7055937367861146,0.571656985332188,-1.6579107920551421
UC Irvine,BW,13,0.745517,108.263,98.6029,65.1325,0.93221615855089,2019,0.3350694318257892,0.2948264570974485,0.05210222266702878,-0.6895701053543742,1.4722646180212897
Liberty,ASun,12,0.740941,110.196,100.573,61.9729,-0.43044752415958,2019,-0.8195443509480999,0.22259757678757788,0.9592203552766584,-1.3990721204217027,-0.6024943797017926
Vermont,AE,13,0.735295,108.155,98.961,65.1962,-0.75387085893644,2019,0.19860337294860156,0.2671635443820244,0.14715689285100797,-0.669470083750949,0.4960560346924916
Yale,Ivy,14,0.702865,111.583,103.535,70.6504,-0.70249362920116,2019,0.5068330295040867,1.2231629761367164,0.9630080065934958,0.7769571868028322,1.0202824327014735
St. John's,BE,11,0.699843,108.307,100.62,70.8316,-1.083186263756,2019,-2.6251777032154684,-0.6880130441376275,1.2840917291819558,1.404935855275389,-1.3888227544309868
Northeastern,CAA,13,0.671495,110.177,103.536,66.0083,-2.5868776794665,2019,-0.6531413498419113,0.7850747435541133,1.361552637312648,-0.41321847395285294,-0.5652159951273575
Northern Kentucky,Horz,14,0.670542,108.865,102.342,68.0694,-2.0335424115866,2019,0.10046116272815935,0.5770835471863852,0.6243132218969668,0.01746033066918568,0.3433460515496408
Saint Louis,A10,13,0.65677,102.325,96.7111,66.2206,-2.9655601300632,2019,-0.8497234978527306,-1.2261214660894242,-0.45006037173133917,-0.3462289200061278,-0.7844650936580984
Georgia St.,SB,14,0.646222,107.737,102.238,69.7755,-1.0994483619268,2019,-0.20529522745810308,0.30895345305247324,0.5947874401631539,0.5195051141831751,0.8184017024018572
Old Dominion,CUSA,14,0.632739,100.254,95.6225,64.4261,-1.5763554497815,2019,-0.3748064695996059,-1.4697854604263036,-1.2833645700295455,-1.0546337785720807,0.5758593084112708
Colgate,Pat,15,0.600287,110.243,106.412,66.3906,-4.1084497735281,2019,0.4157699357442486,1.6813495901807505,1.4338306187961836,-0.32202781490592813,0.29378394026737703
Montana,BSky,15,0.586093,107.338,104.14,66.5372,-3.0124862147574,2019,0.24280258437333638,0.8901326621858238,0.7548928905261539,-0.2732385791563644,0.9834547497073145
Bradley,MVC,15,0.516708,102.129,101.537,64.985,-7.6179771993586,2019,-0.602719444291643,-0.528610531592339,-0.022956980374761137,-0.7898187410286479,-1.9147006404052431
Abilene Christian,Slnd,15,0.51193,102.008,101.585,65.602,-2.4745287274663,2019,-0.66094390567322725,-0.561566555099187,-0.008613225552158614,-0.5844779602818361,1.3219820417283006
Gardner Webb,BSth,16,0.486766,107.083,107.577,67.2317,-4.8618212567028,2019,0.666775588510057,1.3753191036651524,0.7654709590682771,-0.16367236206911354,1.0677984197753583
North Dakota St.,Sum,16,0.440053,107.697,109.977,65.0152,-8.4034223374771,2019,0.2599958383323794,1.5064317985395335,1.2941008083297298,-0.9604350531264808,-0.17981670428081667
Iona,MAAC,16,0.412389,106.348,109.673,70.4083,-10.193753166963,2019,0.019095981570550848,1.2183682392796973,1.2271410274232788,0.9782163653898603,-0.8105042856846225
Prairie View A&M,SWAC,16,0.401685,102.876,106.503,70.7123,-6.8866178476093,2019,-0.07411512552815537,0.4769622513255486,0.528909101523778,1.0874948937370024,0.3545145709348678
Fairleigh Dickinson,NEC,16,0.35828,105.698,111.193,66.5416,-9.1519206930585,2019,-0.45208860307106913,1.0795681551292937,1.5619399319555305,-0.4117418107939894,-0.4434934559691709
North Carolina Central,MEAC,16,0.251312,99.2023,109.08,64.8626,-10.783526908621,2019,-1.3835726935171093,-0.3075144704334287,1.096525402168261,-1.0152899986059971,-1.0182664314152903
Gonzaga,WCC,1,0.976891,125.925,90.932,73.5317,8.5001900588347,2021,1.196228318357189,1.7150250345489453,0.1982675172068775,1.4660772655622396,-0.5295910550980488
Baylor,B12,1,0.968292,125.058,92.8957,67.7334,6.6875564962434,2021,0.6327857423553163,1.4873261715750976,0.8581399343099398,-0.055010437729672124,-1.6663106504205842
Houston,Amer,2,0.955453,119.14,91.2606,64.2948,4.0441324202309,2021,1.0202971408170087,0.4271294666717773,-0.2517556006333657,-0.9706153340645713,-2.9763457305406003
Illinois,B10,1,0.949137,116.918,90.6497,70.4505,8.8101368655271,2021,-0.622330264542695,-0.6504693816049972,0.10340476660943466,0.6577756200138835,-0.33522049066293785
Michigan,B10,1,0.94771,116.563,90.6037,66.5686,7.0599841965303,2021,-0.7158332946572031,-0.7437024800544987,0.08794714518725423,-0.3605763720197949,-1.4327577285868842
Iowa,B10,2,0.939856,123.444,97.1975,69.8237,5.4854960509235,2021,-0.011649120887184467,1.5098688919691534,1.3505540829210108,0.726762405872112,-1.7846143816630744
USC,P12,6,0.936213,114.32,90.5051,66.8426,5.5451345769675,2021,1.4200986572592744,0.4118338403227094,-1.1475136262222014,-0.0614395126782455,1.7876890438460138
Colorado,P12,5,0.929246,115.702,92.4894,66.0712,4.8688491946122,2021,0.9803654583611154,0.524398770003666,-0.11948906814813494,-0.20644561213478133,0.6950729051638921
Alabama,SEC,2,0.927824,111.964,89.6675,73.3149,6.8784650100985,2021,-0.8077238417197112,-1.3781070844281227,-0.6817172905507404,1.7985642408966065,-0.6328961467132528
Florida St.,ACC,4,0.921065,115.213,93.0504,69.6441,2.3825909998335,2021,0.2808500334293389,0.16891888251912557,0.04587520562114037,0.6935007894495928,-1.9700997747235012
Ohio St.,B10,2,0.920465,120.415,97.3214,66.6032,5.9932551850859,2021,-1.294618279103899,0.7478759274650301,1.383993448548253,-0.2619342628081108,-1.364794937787225
Wisconsin,B10,9,0.91666,112.522,91.3448,64.5983,2.0569568548671,2021,1.5824059323301791,0.43782639492384245,-1.069525611614753,-0.9138867787944935,0.37530029204916765
Loyola Chicago,MVC,8,0.915073,109.673,89.1918,63.4473,1.8428692806693,2021,1.4571878993819196,-0.6269349691473509,-1.6752955908974385,-1.413898021859404,-0.24053820913408594
Villanova,BE,5,0.910828,118.469,96.7939,64.1365,3.0596061102662,2021,0.2605646587368321,1.133653574485277,1.0461027324357304,-0.8796053007834431,-0.9737081986710183
Connecticut,BE,7,0.907958,114.09,93.4985,65.1799,2.0305184781286,2021,0.9363382897919713,0.35176456712973275,-0.5559748485055227,-0.5205957937934459,-0.5519307351155165
Texas Tech,B12,6,0.906667,111.978,91.8906,65.345,0.92345364836307,2021,0.6078222046061659,-0.2055610349855824,-0.7024848522996257,-0.6312015077467809,-2.0588324645382685
San Diego St.,MWC,6,0.904493,111.26,91.5033,65.5288,3.0793433665602,2021,0.5480547569629022,-0.394839224768395,-0.8268873381460474,-0.5612747885336402,-0.26453374533744745
UCLA,P12,11,0.902387,115.961,95.5697,63.7093,2.6418023668971,2021,1.3472063341993712,1.169492432284465,-0.17712078207318055,-1.1700617431825018,1.8082771084239935
Texas,B12,3,0.899914,112.702,93.1087,68.6542,4.1534609968703,2021,-0.7526726118472402,-0.604860127890595,0.0342874335148941,0.4679921274548868,-1.4396757781032656
West Virginia,B12,3,0.894463,116.18,96.4766,69.2055,3.015661403004,2021,-0.9654035964614186,0.18927994514365384,0.8837447792009946,0.6639502830967927,-2.310481948916649
Virginia,ACC,4,0.89434,113.754,94.4726,59.7051,3.5193095351757,2021,-0.5436595805435912,-0.17370957514166385,0.43257338861301203,-1.9895658721590788,-1.086584458534132
LSU,SEC,8,0.894128,119.812,99.523,70.3404,2.2567135315364,2021,0.7969313200092566,1.9960842613331782,1.3738499137043902,0.9715711543168591,0.06587932887928938
Creighton,BE,5,0.892946,112.595,93.6292,68.6286,3.2477880031221,2021,-0.4382885228725375,-0.15971929198562496,0.1891510838568565,0.683376369438632,-0.8001359520232844
BYU,WCC,6,0.892362,112.965,93.9869,67.8031,3.5504297052794,2021,0.21455019975939327,0.054630571303610556,-0.029143950983212697,0.3039827604676706,0.12754086175503604
Arkansas,SEC,3,0.89147,109.776,91.4072,72.5146,4.5603284884278,2021,-1.0822085564596287,-1.272960718373116,-0.3948677295495953,1.8401612985777172,-1.1282828717763311
Tennessee,SEC,5,0.887422,107.669,89.9741,66.7364,2.3418617713108,2021,-0.6541740488321701,-1.2443557816409996,-0.8005932744458696,0.025004134538649934,-1.6357299029939691
Purdue,B10,4,0.88216,112.343,94.3026,66.2641,3.7241519328399,2021,-0.9194323438060893,-0.5050658148670771,0.38635014918914856,-0.2189416409998794,-0.9273705545514798
Oregon,P12,7,0.880163,115.909,97.4571,67.1321,4.7567633463666,2021,0.2414206476110412,0.837033733857986,0.7794145863013893,0.22292205229772583,1.7360471043985124
Kansas,B12,3,0.878809,108.782,91.5667,68.1063,4.3335537988667,2021,-1.576317343140995,-1.4999231199245942,-0.35463837397581705,0.2732424929977847,-1.301843136798978
Georgia Tech,ACC,9,0.87354,113.781,96.1797,67.2583,1.8428270235633,2021,0.4147425512850432,0.7996165177967206,0.5034363041488351,0.10328499893401016,0.19605146466480763
Maryland,B10,10,0.869712,111.897,94.8695,64.7861,0.057192347492878,2021,0.42581350954745123,0.08504127138882393,-0.1353665213325408,-0.9083446469156543,-1.310913038936475
St. Bonaventure,A10,9,0.867413,109.778,93.2354,64.3888,1.8843845835485,2021,0.24882711678449745,-0.3506979078268941,-0.4544473684364797,-0.9939986161757386,0.2308394428318185
Oklahoma St.,B12,4,0.866038,108.449,92.2024,72.0105,4.8454318863473,2021,-1.4168222033560105,-1.4195244948747028,-0.1846971886814232,1.3323184721169399,-0.05585488742843169
North Carolina,ACC,8,0.861675,109.045,93.0088,71.587,2.4383195576927,2021,-0.22609597864823106,-0.7894022811842158,-0.548748007744933,1.4029773249833706,0.2003436141910026
Syracuse,ACC,11,0.860202,113.377,96.8071,68.5474,0.52996136462944,2021,0.5198551383192411,0.542396253675281,0.18089841706887336,0.5791057843155145,-0.004283210058824826
Florida,SEC,7,0.856144,110.231,94.3944,68.2256,1.1775319985316,2021,-0.35909120155405183,-0.6777317024713285,-0.25375300375143994,0.6393941169943269,-1.2677923898994354
Oklahoma,B12,8,0.855378,111.761,95.7562,67.0835,0.29647846016677,2021,-0.4245985176938103,-0.08675702721586545,0.2621183349203051,-0.15553197198168153,-1.3855130807966993
Missouri,SEC,9,0.850852,111.172,95.5508,68.2659,2.079061378486,2021,-0.19963469336133746,0.04988623139851407,0.2988331585152698,0.48858660917432317,0.39380406573848764
Rutgers,B10,10,0.844925,106.713,92.0863,67.4413,1.7456807942438,2021,-0.20514677420465421,-1.0267036038847346,-0.86711184441009,0.04855513489077705,0.39827430062551566
VCU,A10,10,0.842428,104.506,90.3297,69.7589,1.0168901618638,2021,-0.2687086343946352,-1.5000101123200609,-1.3289485196465134,0.8837882376003995,-0.3394504522161151
Clemson,ACC,7,0.842031,105.874,91.5364,64.2062,2.891979462033,2021,-0.7119378532575773,-1.840083411891337,-1.217867338283388,-0.8914406492073293,0.17104307539663255
Utah St.,MWC,11,0.83963,104.338,90.3491,68.7413,-1.1288436762298,2021,0.1163878205132424,-1.6512269500586236,-1.68760650297264,0.6492084245217659,-1.4280098021328498
Virginia Tech,ACC,10,0.836637,109.476,94.9801,66.1083,0.8864353353804,2021,-0.4161202212429201,-0.4341590262649736,-0.10628811060662455,-0.431840846258656,-0.4715045022389254
Georgetown,BE,12,0.829548,108.679,94.7079,69.6053,-1.1029562197174,2021,0.5584224787472798,-0.19701979569853803,-0.5943535795431489,1.0255026371935596,-1.0677783861131205
Oregon St.,P12,12,0.829531,111.102,96.8199,65.154,0.38567658744075,2021,0.5581581041932973,0.47320623827236663,-0.03491756816406793,-0.38853614727434427,-0.03784815448188499
Michigan St.,B10,11,0.799867,106.787,94.6663,68.3992,1.1668594248504,2021,-0.6634620218900191,-1.056893149201852,-0.43850315196563733,0.5255255301712821,0.542356498913394
Wichita St.,Amer,11,0.774971,108.363,97.3154,67.0127,1.2975881106944,2021,-1.1517335727405995,-0.6744227244773672,0.3279657832591931,0.024250075576296954,0.6545588987123391
UC Santa Barbara,BW,12,0.771364,108.388,97.5117,65.3456,0.12020134373477,2021,-0.3464227594279868,-0.27751330617543896,0.14832951169959066,-0.32767082004318443,-0.22152070148454614
Ohio,MAC,13,0.767787,110.543,99.6251,69.127,-1.9956920403933,2021,0.632379070956584,0.8788212810897136,0.32343672102521137,0.5708621755697656,-0.2229320624368461
Drake,MVC,11,0.751685,110.753,100.584,66.1929,1.7776286409862,2021,-1.6084290793724503,-0.09440729611980193,1.2736757835143346,-0.27214056104611184,1.0665702269970274
Colgate,Pat,14,0.74963,110.425,100.382,71.6788,0.3694067019538,2021,1.0947728973930906,0.9479017624779661,0.06786579691356716,1.0795788709747942,1.5654227316370921
North Texas,CUSA,13,0.749035,105.762,96.1692,62.8699,-2.4209697398129,2021,0.38203554365615033,-0.34577488272915546,-0.5939032250480081,-1.403515299701338,-0.46915882070370285
Eastern Washington,BSky,14,0.713606,109.491,101.135,72.0005,-3.120770271916,2021,0.6418712444296889,0.725886241271341,0.2816438127362719,1.1742437832639068,-0.20958942534538322
Liberty,ASun,13,0.706255,109.15,101.133,63.3639,-1.6860943436106,2021,-0.18908732845949433,0.5220209346768955,0.72369624956591,-1.2476375811441909,-0.043681569524270436
Winthrop,BSth,12,0.702745,104.654,97.1094,73.3325,0.98956278933688,2021,-1.4135473194161075,-1.310375052294862,0.04176648737297633,2.209517499698617,0.3799584750691135
Grand Canyon,WAC,15,0.696089,104.407,97.1481,64.871,-2.8754497665841,2021,1.5832081628850179,0.09183427459438584,-1.3344841791442728,-0.827758528719308,1.069689403567943
Abilene Christian,Slnd,14,0.692259,100.52,93.6778,69.2719,-1.0641620833403,2021,0.37349206427729814,-1.4065562006394081,-1.8354682982771064,0.3713134765431529,0.8363473750524512
UNC Greensboro,SC,13,0.623765,101.912,97.5289,67.9422,-3.3652822119331,2021,-1.2903478642430253,-1.3319064934178468,-0.2329821553770839,0.1970080845849328,-1.0158956919726274
Oral Roberts,Sum,15,0.594689,107.809,104.274,71.0499,-4.9352924873578,2021,0.3475529966872976,1.0184160264149504,0.794935872739263,1.2286112446299084,-0.22653380128789036
Morehead St.,OVC,14,0.561973,100.136,97.9894,65.2326,-1.9392061006809,2021,-1.2644921894976764,-1.4978345305573355,-0.6113975240125998,-0.8173094025659648,0.3913230166021707
Iona,MAAC,15,0.554896,100.87,98.9546,67.8054,-3.1920167975361,2021,-0.137362447380809,-0.871516594361913,-0.794650989830978,0.1488249186444565,0.8704792758849088
Drexel,CAA,16,0.549057,106.678,104.868,64.0715,-4.4857000587518,2021,1.20920954518845,1.2888359743099014,0.16878001671441303,-1.2996658004988373,1.200296260254671
Cleveland St.,Horz,15,0.463265,100.499,101.794,65.9943,-2.6787413287451,2021,-1.2539730838094414,-0.9725635755275326,0.0538418735712736,-0.4539184979042477,1.1934746028680527
Hartford,AE,16,0.440773,97.1029,99.1336,67.0408,-4.8705868150587,2021,0.26626564374260625,-0.7558173883801264,-1.094292903120947,-0.23229496424499896,1.0647105386373656
Norfolk St.,MEAC,16,0.386006,98.204,102.248,67.5873,-5.0406857037594,2021,-0.21064884639891543,-0.520690045829347,-0.40830756872933605,-0.03584524141041972,1.0047890677297093
Texas Southern,SWAC,16,0.353595,98.102,103.386,71.1344,-4.3500481849486,2021,-0.4928858785528926,-0.542470982111408,-0.15764891520453309,1.239226692471635,1.2480829323003073
Mount St. Mary's,NEC,16,0.339313,95.2892,100.974,61.6571,-7.2273080983238,2021,-0.6172544353151987,-1.1431123308779518,-0.6889219137122901,-2.167567375634817,0.23449814341644984
Appalachian St.,SB,16,0.334348,97.619,103.643,65.1812,-7.6422514238638,2021,-0.6604899684565549,-0.645610121564708,-0.10104146884611824,-0.9007632251474458,0.0883242642124467
Gonzaga,WCC,1,0.966181,120.307,89.8858,72.6459,6.7116753080327,2022,0.4944641610156241,0.2395784230298101,-0.15329255957329366,1.2337023474696986,-1.6511855161724904
Houston,Amer,5,0.959492,116.537,88.5001,63.7171,6.1537421494548,2022,2.1624207838815854,0.7082541230004679,-1.1997296001656108,-1.025531373776282,1.8802122057057067
Kansas,B12,1,0.95802,119.794,91.2679,69.1149,10.409633482509,2022,-0.04027881639469275,0.10485003005912218,0.31114175711364284,0.30740314247448786,0.6678389167642311
Texas Tech,B12,3,0.950897,110.513,85.4075,66.3175,6.5720592498421,2022,1.236992364961545,-1.104679742574885,-1.908122053286313,-0.3625818291720766,0.41137979860824997
Baylor,B12,1,0.94907,117.777,91.3267,67.5563,8.907444662592,2022,-0.6267203857884385,-0.4248715462018412,0.33090062971417417,-0.10146968134469944,-0.27419785377475586
Duke,ACC,2,0.944015,122.716,95.9874,67.4209,7.185355179902,2022,0.2635233162755886,1.3267289520024947,1.023960246395355,-0.01089955826539383,-0.3791568208212579
Tennessee,SEC,3,0.943942,111.291,87.0607,67.3565,7.9553294003553,2022,0.965566204992434,-0.9270371385436494,-1.4911491966432247,0.0067280270077553946,1.4700549725689789
Villanova,BE,2,0.934586,117.171,92.9801,62.1973,7.2884470219854,2022,-0.3603287900018286,-0.0682036951336423,0.21232017980284523,-1.6145498978145365,-0.29391963472319926
Arizona,P12,1,0.934109,118.038,93.7315,72.2585,8.7611592103742,2022,-1.607027907542608,-0.35632552170798426,1.1389981948460366,1.1320743916455283,-0.3659348399358603
UCLA,P12,4,0.932067,115.836,92.245,65.3691,5.0551181148115,2022,0.6202795852695686,0.3152228778054004,-0.17311418868461792,-0.4605499177017359,0.10712388759992891
Kentucky,SEC,2,0.929467,119.378,95.3994,67.7708,6.8742753105925,2022,-0.6990178272310239,0.48700213935318415,0.86526495189318,0.09652008600450243,-0.6363602248524227
Purdue,B10,3,0.926733,121.592,97.5158,66.0107,7.0131376175952,2022,0.29396695453831745,1.4250148719007951,1.1458535335099078,-0.4716330937302774,0.7489557359897395
Iowa,B10,5,0.926521,121.147,97.1854,69.804,4.5490081933238,2022,0.8738687063263586,1.723311820383999,1.1521148569399917,1.0923451491138436,0.40006300638367626
Auburn,SEC,2,0.922756,111.675,90.0084,69.991,7.4179909373227,2022,-1.143038559570376,-1.45080961554126,-0.5897118043334095,0.7781236704801537,-0.18681165608659814
Texas,B12,6,0.915167,112.508,91.4877,63.5342,3.357670577577,2022,0.8415035776364033,-0.06584315116261248,-0.8318981276611601,-1.320120458514743,-0.03288824230874535
North Carolina,ACC,8,0.911258,114.43,93.4508,70.0724,4.2584255628482,2022,1.3369263166506367,0.6037290489408131,-0.41829633581582204,0.8788254028820562,1.5479820067857297
Memphis,Amer,9,0.902827,112.442,92.6296,70.0358,1.352499398748,2022,1.2078167034341372,0.41483734819641216,-0.6515352768874481,1.1653882367689337,-0.21440349738858694
Virginia Tech,ACC,11,0.90275,115.562,95.207,63.2914,1.7359456787754,2022,1.3543256534859538,1.0726614047051057,-0.2820614346744602,-1.3211493829049992,1.0307943882009305
Saint Mary's,WCC,5,0.902421,109.791,90.4816,63.6649,3.9361610137617,2022,-0.06799247680672821,-0.7771209803724848,-0.6631701500884982,-1.0436938463805407,-0.16520531031763575
Illinois,B10,4,0.894302,111.934,92.9643,67.0872,4.1546464619047,2022,-0.5448319422023734,-0.6011145051914542,0.02246449435999512,0.0032569875512917764,-0.592768365760761
Arkansas,SEC,4,0.88938,108.703,90.6823,70.6275,4.4686369639635,2022,-0.6966836286373533,-1.3598756749666543,-0.5980145195532713,0.9589729451016683,-0.3487190174993411
LSU,SEC,6,0.876604,106.312,89.6472,68.6761,2.2850954778668,2022,-0.21866757391242875,-1.6992242986477435,-1.4230749291079294,0.6361156542275745,-0.9255684714561304
San Francisco,WCC,10,0.874816,110.173,93.0363,68.953,1.6334337713427,2022,0.5557373118741041,-0.284682525866503,-0.6173424936901735,0.5933522877066818,0.28465126055363665
Michigan,B10,11,0.874144,113.894,96.2297,66.4272,0.16406770231255,2022,0.793291913783524,0.6678640262530496,0.013838221833197994,-0.18743169771282117,-0.3183240551734945
Connecticut,BE,5,0.870909,113.198,95.8837,65.0338,3.0812132412527,2022,-1.299524825474355,-0.026947102935242367,0.7996346973813864,-0.5673986596378169,-0.9537785539426039
TCU,B12,9,0.869814,108.603,92.0695,65.894,2.9243161294144,2022,0.31384473686541936,-0.6883495316359773,-0.8337553784447034,-0.418417052327265,1.1013697609172066
San Diego St.,MWC,8,0.867546,102.351,86.9192,65.3021,2.6175163331067,2022,-0.041022386979720576,-2.5211796486599702,-2.346029685074118,-0.7720143660337633,0.3330240480190586
Indiana,B10,12,0.865202,107.683,91.6084,67.2443,0.22420393208431,2022,1.1128936756725698,-0.4725233573308192,-1.4153630100684567,0.2754867833691208,-0.14956513971402685
Ohio St.,B10,7,0.861233,115.459,98.5112,65.1479,1.3272275051205,2022,-0.23185839417651058,0.7169836376360426,1.1350034316583277,-0.5327833622162074,-1.1421617080261703
Alabama,SEC,6,0.861228,115.167,98.2626,71.829,1.9610557142664,2022,-0.6413834317610126,0.6351188357907405,1.3442299419512853,1.8356366172694893,-1.195259508010891
Providence,BE,4,0.855359,111.435,95.4779,65.3336,5.8768125486647,2022,-1.7462866810965874,-0.7182986041446643,0.7059158744530695,-0.470133262755273,0.7457864896118719
Notre Dame,ACC,11,0.854196,112.78,96.7092,65.4006,1.8536579305407,2022,0.40206276466850943,0.3975137387257148,0.1525728314894242,-0.5585888428171943,1.131824984879345
Wisconsin,B10,3,0.851113,108.679,93.3914,66.4175,6.4577464074412,2022,-2.6571827531344434,-1.523441356705078,0.10559049822152579,-0.32703708844254215,0.32389134360918903
Miami FL,ACC,10,0.846736,113.561,97.8766,67.7136,2.5794312911076,2022,-0.1590472432458828,0.441897651106262,0.6552454939830987,0.14668853749167082,1.2422456030855678
Loyola Chicago,MVC,10,0.84391,106.905,92.3133,64.6008,1.7587738182937,2022,-0.23098389398552238,-0.9855278677634902,-0.8074301153433302,-0.9751243733274991,0.4115278298313161
Boise St.,MWC,8,0.843442,107.586,92.9301,64.5215,3.4993082687662,2022,-0.800861231057003,-1.166854205167952,-0.5719754886970158,-1.0421536703994583,0.9859182549548994
Michigan St.,B10,7,0.840496,111.626,96.606,67.5928,2.8861921827219,2022,-0.7503152082044272,-0.30557640418330373,0.4923055204790862,0.3983849514341906,0.16618615041196225
Iowa St.,B12,11,0.834586,101.748,88.3905,66.3127,2.8262318412245,2022,0.017462623594448466,-2.2797792343456895,-2.2542918136560273,-0.22882804791197162,1.9665700605759484
Davidson,A10,10,0.825833,115.799,101.141,64.6283,2.1359811123802,2022,-0.6911391789892266,0.9218523252694985,1.5135055660779362,-0.9652137285551028,0.7933592440075173
Murray St.,OVC,7,0.824084,110.038,96.2111,66.0439,3.5088609927851,2022,-1.1606403869586424,-0.7292198548509611,0.359090422261221,-0.19153144637885308,0.6887556581546542
Colorado St.,MWC,6,0.819025,111.855,98.0938,65.564,4.3020268533129,2022,-1.801625194819267,-0.23798612877845773,1.2900106297620884,-0.5478829467692131,0.753078331825287
Creighton,BE,9,0.815135,104.82,92.1325,66.9885,1.7200096380481,2022,-1.166829335772958,-1.775444078759169,-0.8132592770376241,1.147186215467011e-4,0.09324060359996818
USC,P12,7,0.802098,108.626,96.1802,66.192,4.0894352889367,2022,-1.710324117161555,-1.1059103789962543,0.3486666528640763,-0.13512585627225404,1.1759977027934532
UAB,CUSA,12,0.800125,111.821,99.115,68.8939,-0.10325094049734,2022,0.10085233157914264,0.6720888294506894,0.5730187906030335,0.7995131080064766,-0.37611911000481196
Seton Hall,BE,8,0.800005,105.41,93.4385,67.5793,1.9308616061869,2022,-2.1701410132585024,-1.7297982672574717,-0.42192655202561286,0.016047668172704286,-0.17538714881928874
Vermont,AE,13,0.798395,109.688,97.3156,64.833,-0.77032760755444,2022,1.0410029342037934,0.6598232220926132,-0.28960086844673527,-0.784074916503898,0.4865279266601334
Marquette,BE,9,0.778738,107.707,96.5439,71.1818,0.55481575114215,2022,-2.15243796471312,-0.9458268549831569,0.6219232903783528,1.6036133710835432,-0.8821472563334452
Wyoming,MWC,12,0.766091,107.857,97.2852,65.7736,1.9320896713369,2022,-0.42842552549594815,-0.4243932170456635,0.08833317809288511,-0.19170860681283405,1.0320581233027948
Rutgers,B10,11,0.762888,106.602,96.3022,64.9868,-0.70054140102863,2022,-1.3887108039796552,-1.1017897409366433,0.034814779080491166,-0.7081941678164029,-1.06040461428398
New Mexico St.,WAC,12,0.757882,106.031,96.015,66.1306,0.7065604431926,2022,-0.5560873321813049,-0.9294830800381797,-0.24812308215981715,-0.07830087288004131,0.18415957119234594
Chattanooga,SC,13,0.755671,107.293,97.259,64.6154,0.19717594431196,2022,0.470627675010975,0.04637251882003789,-0.3046248682579992,-0.85273684273474,1.0466919406981432
South Dakota St.,Sum,13,0.754161,114.07,103.476,69.5977,1.4861891576199,2022,0.45046882655621506,1.782220291712832,1.3456261357459374,0.7193877669156167,1.793003222265734
Richmond,A10,12,0.707124,106.946,99.0549,66.6895,-1.6451277488871,2022,-1.3454475445988119,-0.6763849285386452,0.5570992336504399,0.09924417612566548,-1.4428869057806484
Saint Peter's,MAAC,15,0.67863,99.3884,93.1337,65.5766,-5.5667137555349004,2022,1.3704536900384101,-1.2750508458308571,-2.5341002074749053,-0.5929312112234405,-0.6238762253459913
Akron,MAC,13,0.604079,105.47,101.665,61.9483,-4.2699417019279,2022,-1.5531605070777275,-0.4205672022930775,0.8649112301240751,-1.6943187519731326,-1.5396743285218013
Colgate,Pat,14,0.602647,106.998,103.192,66.9983,-6.1018004589328,2022,-0.7531297135751408,0.13329020875729747,0.8656297072213995,-0.297726450657722,-1.7256629258875806
Georgia St.,SB,16,0.598259,101.895,98.4269,67.2825,-5.1463171916444,2022,1.6376636643467593,0.2674808935539392,-1.2499523674847248,-0.14541134483215873,0.9675778068180007
Delaware,CAA,15,0.590818,106.501,103.153,66.6225,-5.4618752157614,2022,0.30038119049053763,0.6621641359442593,0.459949431986315,-0.2448502994194054,-0.5579031553406419
Jacksonville St.,ASun,15,0.563765,104.512,102.207,65.1072,-5.221892274927,2022,-0.029285271157854287,0.12043247681107101,0.17725793069078033,-0.7491499510655011,-0.40688606382102727
Longwood,BSth,14,0.554057,105.697,103.72,65.8214,-2.2784810429929,2022,-1.3640138829481052,-0.17596267463651452,1.015529829869991,-0.644046423530132,0.21877670973234795
Yale,Ivy,14,0.544903,99.3969,97.8524,68.8501,-4.8660664429185,2022,-1.4790999847476547,-1.6735215452509282,-0.6502920634119499,0.2471926807596677,-1.0972011264877246
Montana St.,BSky,14,0.530771,103.582,102.478,67.0527,-2.8316713687437,2022,-1.6567705976634552,-0.6787066011376016,0.6629238595488751,-0.28171845802941087,-0.06256133148567189
Cal St. Fullerton,BW,15,0.467474,101.956,103.118,66.0182,-5.0455887401094,2022,-1.2026824270586896,-0.5757294742922094,0.4494904440948281,-0.4459644546954174,-0.2959413151642738
Bryant,NEC,16,0.465123,102.868,104.125,72.2805,-4.789364240988,2022,0.4783069794912513,0.47525394259754156,0.0051250258805564525,1.6512139337172238,1.0933231659531513
Wright St.,Horz,16,0.461291,104.805,106.229,68.7734,-8.3947325536745,2022,0.44493768180793264,0.8888781933657436,0.4685571937330954,0.3905207535650532,-0.17675551657230942
Texas Southern,SWAC,16,0.435602,96.2796,98.4728,68.0559,-6.7717425096377,2022,0.22123624960887928,-0.9316237103509368,-1.2398423216175987,0.1326018585352047,0.39498220288033226
Norfolk St.,MEAC,16,0.434247,100.66,103.002,66.9631,-3.0816928143509,2022,0.2094368241493551,0.0037607336681745505,-0.2422296910863654,-0.26022569336530704,1.6948919621556973
