team,conf,seed,barthag,adj_o,adj_d,adj_t,wab,year,barthag_z,adj_o_z,adj_d_z,adj_t_z,wab_z
BYU,WCC,14,0.78576,103.529,92.4666,72.8612,0.31379887291975,2012,1.5490072056755602,-0.6913049122981482,-2.179330094777055,1.427517298984257,1.537142053236592
Davidson,SC,13,0.782045,110.55,98.9261,68.3171,-0.41571443507015,2012,0.8227266612002692,0.8806142476545997,0.1378929777730401,0.31530475804054814,0.691841424214076
South Dakota St.,Sum,14,0.779489,111.306,99.7314,66.1434,-0.55866794022337,2012,1.4701668141106727,1.1573189725240445,-0.1168406799712325,-0.5492932318699089,1.0934283930161728
Colorado,P12,11,0.776731,103.785,93.122,65.973,-0.28520365764499,2012,-1.1172156610480781,-1.7854313567036997,-0.8853182879241575,-0.35164324583906903,-0.7039266826513358
San Diego St.,MWC,6,0.765827,105.037,94.7533,66.591,2.8763895075409,2012,-3.264140686873694,-2.035338075769036,0.21702714416962443,-0.15716074528992346,-0.4334476959080379
Southern Miss,CUSA,9,0.764547,110.017,99.3073,64.6802,1.1696357989164,2012,-2.536721615928602,-0.28201813072870957,1.5209538717804736,-0.8825685951117985,-0.36747925353856864
Iona,MAAC,14,0.758456,113.065,102.357,71.0412,0.0050408559754916,2012,1.205735311035523,1.5754402806637176,0.6285717481085746,0.8919557809047415,1.3801158514866563
New Mexico St.,WAC,13,0.733249,106.348,97.3961,70.8328,-2.0299660003147,2012,0.17128880080394043,-0.19567796743991586,-0.2682328121780658,1.1091136175025256,-0.24277595751042255
Colorado St.,MWC,11,0.721557,110.137,101.385,64.5923,-1.004738444012,2012,-2.1993129677089818,-0.2439008123826722,1.5054305746188958,-0.8508217674108679,-1.3214922096661184
Lehigh,Pat,15,0.714496,106.051,97.9199,68.527,-1.2611689967161,2012,1.8075149148002203,0.5396004121584695,-1.1038485547257837,0.3889771186232205,2.085528220751755
Montana,BSky,13,0.665009,100.97,95.1254,65.6107,-1.6914348984394,2012,-0.739730946582025,-1.5731885654357054,-0.870971263970208,-0.5386779494555322,-0.04677363737696175
Detroit,Horz,15,0.628578,106.173,101.425,67.8672,-5.2137321516887,2012,0.7605226014927661,0.5728287994959501,-0.056425741627511676,0.16939227723465264,-0.4017510401664084
UNC Asheville,BSth,16,0.603369,107.4,103.553,69.2657,-3.3399538725188,2012,1.6821618666332312,1.4430108370123502,-0.12086508819342341,0.5674872650956375,1.603913222660119
Lamar,Slnd,16,0.594545,104.627,101.202,67.2815,-4.3315455515067,2012,1.6053219181056724,0.8508683241676309,-0.6387020780324534,-0.14577081367540762,1.2546009349749436
Vermont,AE,16,0.590992,101.931,98.7202,63.3052,-5.531072352315,2012,1.5743821700188165,0.2751682828299618,-1.185349394656231,-1.5751267750791478,0.8320384429644192
Loyola MD,MAAC,15,0.590832,102.085,98.8748,64.6104,-1.5479304296759,2012,0.30055179376792274,-0.5405945401402859,-0.8184974822235627,-0.9144875521595318,1.9050742375852219
LIU Brooklyn,NEC,16,0.52951,107.836,106.733,74.1779,-2.6004082082474,2012,1.03899303636386,1.5361136626886187,0.5795694620780013,2.3332701168944103,1.8644361710757111
Norfolk St.,MEAC,15,0.445595,98.0965,99.978,67.7682,-2.8237645773814,2012,-1.4692987917651976,-1.626917678628325,-0.48883018388399596,0.13644456687171097,1.102213994361331
Western Kentucky,SB,16,0.436029,96.4499,98.6322,68.8137,-10.319741971249,2012,0.2249545925396667,-0.8952580883035319,-1.2047324891291527,0.4050073479479151,-0.8548869064552826
Mississippi Valley St.,SWAC,16,0.24503,94.3666,104.067,70.0781,-4.9247825025294,2012,-1.4382767457213388,-1.3401230349351207,-0.007650195476596819,0.8595197533496465,1.0456187895089506
Louisville,BE,1,0.974259,115.877,84.4841,67.1346,8.9676040048452,2013,1.0237686300170417,-0.9238655942414226,-1.9684541603603845,-0.21209567249351544,-0.23647136310823347
Florida,SEC,3,0.969444,115.717,85.6719,62.8034,4.0971352517764,2013,1.9608084668949837,0.08356204582943226,-1.8414346450499046,-1.6116595631485373,-1.4827842540315785
Indiana,B10,1,0.969155,120.995,89.6553,67.7686,7.7872668714699,2013,0.6893331249683633,0.42026679410940593,-0.23074868430836512,-0.045776302352771955,-0.9766719068278644
Gonzaga,WCC,1,0.959866,118.878,90.2017,65.1336,7.6490474755041,2013,0.08067885255512415,-0.13571762678522178,-0.04713902463269349,-0.7370247886632763,-1.0633505930722915
Syracuse,BE,4,0.953261,113.047,86.9735,65.3648,5.1431489942709,2013,1.274148874644398,-0.3397399518148528,-1.6064424629369365,-0.46171071724343216,0.17554595329325043
Michigan,B10,4,0.952155,121.492,93.6707,64.7924,6.2454395167765,2013,1.240026980049296,1.6434658911908986,0.2145356492365654,-0.6162320329799056,1.0323020712278435
Kansas,B12,1,0.951384,111.576,86.1506,67.6933,7.4931782835079,2013,-0.4750973923161314,-2.0534305419352297,-1.408451419054558,-0.06553000672438096,-1.1610976327971205
Duke,ACC,2,0.950737,118.393,91.5247,67.8076,7.5472544963989,2013,0.7082718429907009,0.23920977552467243,-0.18047766308570468,0.1078177222123682,-0.079935478321125
Ohio St.,B10,2,0.940578,113.625,89.3665,65.2521,7.2234695203356996,2013,0.03612065541277253,-0.9602562049162865,-0.7629541674982837,-0.6767232921681017,-0.34764356950187814
Wisconsin,B10,5,0.940553,107.157,84.2825,61.9359,4.6477364014274,2013,1.4222585868957947,-1.3570910400055047,-2.3417902293077937,-1.645282258885599,0.4911263740009266
Michigan St.,B10,3,0.939247,111.389,87.7876,64.4052,6.7455096902272,2013,0.782338912245498,-0.9046605637427997,-1.3078092683261056,-1.0423039061429065,0.5441287595253448
Georgetown,BE,2,0.938128,107.644,84.9796,62.4828,6.5614716523941,2013,-0.12597900100675322,-2.4648715633511373,-1.9469344182663073,-1.5269011169084032,-0.8949888717674821
Arizona,P12,6,0.922884,114.442,92.2247,66.8157,4.5577812122941,2013,1.0536587724216235,0.44399531546686466,-0.5951704435175771,-0.07167361902663108,0.9659369557505175
Pittsburgh,BE,8,0.921657,112.846,91.0735,60.2937,3.1335647486153,2013,1.6647376400641618,0.19393888609623594,-1.1199315387051232,-2.50525250590714,0.7151153411674763
Miami FL,ACC,2,0.920655,112.407,90.828,63.0394,6.2861354741093,2013,-1.2820472853407507,-1.2666634121681934,-0.36850999587425104,-1.3560243692644303,-1.1226390969812658
VCU,A10,5,0.919496,113.766,92.0521,68.1406,2.5573557544245,2013,0.5993220336495957,0.09811857431288303,-0.23790312190474647,0.5135816063949842,-1.436965961254071
Saint Louis,A10,4,0.918147,107.955,87.4879,64.6628,3.7666347564078,2013,0.1908249986838575,-1.5355344044596455,-1.4665763784684958,-0.6512179912598608,-0.8943507487418463
Creighton,MVC,7,0.911704,116.417,95.0278,65.2263,3.4852371183217,2013,1.0299940367827862,0.9725569535929777,-0.04008259805076466,-0.5029238195804431,0.6689295222541566
Minnesota,B10,11,0.905034,112.578,92.5369,64.133,2.1287872733047,2013,1.39912048888693,0.3484915142369169,-1.054606338205403,-1.0168771704368156,1.3679642248168218
Wichita St.,MVC,9,0.904514,110.607,90.9647,65.0383,2.1924675736864,2013,1.253499637660091,-0.11247391111393651,-1.1931854234374921,-0.7456328005236093,0.4887367866210486
Marquette,BE,3,0.902016,112.985,93.1511,64.5908,4.4862762026133,2013,-0.6706398601211322,-0.5402420598432423,0.04498163211256361,-0.9763328673488935,-1.1849582193487267
Oklahoma St.,B12,5,0.898321,107.108,88.6228,67.3199,3.1552131485048,2013,-0.22822612207003307,-1.3678801565286687,-1.1665043442864995,0.22802717600579905,-0.8855236864920651
Saint Mary's,WCC,11,0.890975,113.942,94.9187,64.7987,2.5248415362598,2013,1.1233890567930866,0.6795128716761274,-0.3654757995626538,-0.7761998749994679,1.707891444824168
North Carolina,ACC,8,0.890162,111.614,93.0461,71.3647,2.5120234503473,2013,0.6719097113297628,-0.12478679611621217,-0.5377393033038561,1.3260468005656205,0.25491526833843986
Kansas St.,B12,4,0.889585,113.352,94.5435,63.0092,5.3703664984269,2013,-0.6903590460044456,-0.2681144003504635,0.45185119846684524,-1.0976129033874504,0.3521509252247704
Iowa St.,B12,10,0.882839,117.192,98.3173,69.5846,0.70946360604496,2013,0.7599651069498754,1.2205908691074707,0.7711121812065393,0.8209727690975133,-0.6506456979175628
Missouri,SEC,9,0.881507,113.345,95.1953,67.6578,1.1754893402438,2013,0.6304840669804666,0.674326213132243,0.18317658628958897,0.2560519632958615,-0.3625792337113745
Colorado St.,MWC,8,0.875901,116.569,98.352,64.7868,1.8762152005026,2013,0.22235520770438547,1.1571009923275222,1.0282415249510297,-0.9503422978037388,-0.21584830553701387
San Diego St.,MWC,7,0.875232,105.966,89.4539,66.8232,0.43926898777251,2013,0.11813808263193785,-1.8155398366637403,-1.9203754214404123,0.10527393086674554,-1.8873733483191413
Illinois,B10,7,0.874937,109.786,92.7004,66.0797,2.4279668979645,2013,0.11076263005257445,-0.7964479087352477,-0.8252049571094247,-0.17789660420588374,-0.2183755260699946
UNLV,MWC,5,0.874928,104.669,88.3806,69.2942,1.7579041383501,2013,-1.1424567717394227,-1.9049139361205212,-1.2320883457039484,0.9149652921473446,-2.1743515352978653
Notre Dame,BE,7,0.874792,112.947,95.3807,61.6689,3.8514229420419,2013,0.10713740759831288,0.04683732272599837,0.07896426991855973,-1.857800566678457,0.9762478631622141
Cincinnati,BE,10,0.873019,104.461,88.3376,65.4876,1.708161095644,2013,0.50999415498127465,-1.5096606754734774,-1.8527017023508778,-0.6555331084487933,0.36029465441925435
Oregon,P12,12,0.872774,104.8,88.6415,69.1837,2.8767054052802,2013,1.230649212305719,-1.2699899920555915,-2.201248759197526,0.8915735037872143,1.6856029712898606
Memphis,CUSA,6,0.86724,106.145,90.1616,69.3001,4.469678696397,2013,-0.4761019712130363,-1.7432486129844154,-1.257847356891563,0.8735164855061281,0.8926112053198629
North Carolina St.,ACC,8,0.865014,115.229,98.0419,68.0936,2.1600823203539,2013,-0.12083951082654046,0.8104350717393064,0.9367187569301759,0.19402953370598122,-0.005668113821082732
New Mexico,MWC,3,0.864064,106.953,91.0645,65.4379,6.8765535656412,2013,-2.15175641269448,-1.9175430720751498,-0.4813040941585899,-0.6752333686290336,0.6444221819988464
Butler,A10,6,0.862443,109.153,93.0485,64.6574,4.7318754381015,2013,-0.6079807413808089,-0.9502837176268797,-0.33056221258475976,-0.8927989622133442,1.1108316800723637
La Salle,A10,13,0.851628,111.977,96.192,66.0285,0.34774635443241,2013,1.7516757685032822,1.2461232888111637,-0.587851154452661,-0.4068445267567951,1.1338690111757794
Colorado,P12,10,0.851277,104.937,90.1657,65.5438,1.400464598331,2013,-0.043454769428226306,-1.4075791630062298,-1.3720665970339518,-0.6352793544048323,0.048826158056762076
Villanova,BE,9,0.850688,105.335,90.5445,67.7379,0.31859548627171,2013,-0.20407571364175175,-1.6274520904513592,-1.3298911664733049,0.2866818352492654,-1.0798880625753167
UCLA,P12,6,0.847549,110.017,94.771,69.6293,3.335294344827,2013,-1.0174454907822639,-0.7225172051305696,0.22271246304254522,0.9987606420075713,-0.051511479585204904
Middle Tennessee,SB,11,0.839631,105.087,90.9981,64.8699,0.65862979918332,2013,0.11640743296306826,-1.4694564246026314,-1.4998301491313706,-0.7504582144389448,0.10615090806997339
Oklahoma,B12,10,0.8391,110.315,95.5578,66.7279,0.30403159733158,2013,-0.3534238409273744,-0.2542296376935014,0.04559794614168828,-0.20854500985941238,-1.0610478286988094
Mississippi,SEC,12,0.834039,110.014,95.6042,70.8552,1.5523467019797,2013,0.6282640153319964,0.1722545564893088,-0.3569376245246479,1.4225567734473343,0.7693279439666063
Boise St.,MWC,13,0.833191,111.964,97.3503,66.2338,-0.18266969803807,2013,1.5055375638937414,1.2427934937620837,-0.28039004170732107,-0.3420637663928607,0.8267693788396615
Temple,A10,9,0.821986,110.693,96.9049,66.8206,1.4564383085034,2013,-0.9813084214979081,-0.08776068588195321,0.7393692047903702,-0.06408946990500149,-0.12739587411711775
California,P12,12,0.821065,105.431,92.3487,66.5154,0.48874801829955,2013,0.42649957630948393,-1.0954490810214847,-1.2192690331631884,0.04393805153827398,0.03346317370362158
Belmont,OVC,11,0.806444,108.884,96.1767,67.3642,0.10694166148374,2013,-0.5344709393890434,-0.5479842147810108,-0.0014963648441316932,0.15133144758505157,-0.3673544483930342
Davidson,SC,14,0.795908,110.614,98.2688,65.248,-1.4366824754121,2013,1.676590094146373,0.9928278154844477,-0.5320753757777223,-0.8127777281822152,0.6468933073642521
Bucknell,Pat,11,0.793597,104.684,93.1148,63.4071,1.0322958996197,2013,-0.7864320822946277,-1.567258189300582,-0.8874014770576808,-1.279319184494153,0.42686271605453874
Valparaiso,Horz,14,0.751357,107.802,97.9184,65.627,-0.81458578826449,2013,1.1164851213179132,0.3244042120229586,-0.6315545480808755,-0.7012514560107139,0.9632753105614126
Akron,MAC,12,0.740246,103.42,94.4182,66.4638,0.32496420858469,2013,-0.830352604772722,-1.6517117943171864,-0.6710906119752119,0.02754634545723372,-0.0798528141383359
New Mexico St.,WAC,13,0.699228,102.544,95.2909,65.0943,-3.0902439455538,2013,-0.28289940004333336,-1.1700272264164846,-0.8270406638153677,-0.7016238074776158,-0.8566543754814622
Iona,MAAC,15,0.695552,112.778,104.96,71.3192,-5.9223877486073,2013,1.5766643086024912,2.3717919008406976,0.9999320354123415,1.3182356729202105,-0.8476956842467215
Florida Gulf Coast,ASun,15,0.695229,103.412,96.2559,69.1225,-4.0477497531504,2013,1.5727282472742683,-0.1791677368875226,-1.6010987219094666,0.5871625885336351,0.3319814075571332
South Dakota St.,Sum,13,0.657253,109.704,103.665,63.9623,-3.2486763630226,2013,-0.8432753363933603,0.6639214313837848,1.3957946156810759,-1.05881728400938,-0.9483833812839376
Harvard,Ivy,14,0.6362,104.919,99.9415,64.7371,-2.6371270739351,2013,-0.33129401621002386,-0.3608963743139835,-0.05719292283397794,-0.9631174971859674,0.03637877697936381
Pacific,BW,15,0.599129,104.703,101.108,63.3579,-5.1400233049453,2013,0.40165860751489013,0.1724539684623732,-0.15115428910180487,-1.3313260090240044,-0.3553673446597583
Northwestern St.,Slnd,14,0.572958,104.767,102.123,73.0079,-3.1693411254524,2013,-1.1263863528942184,-0.3970273799064967,0.5621387392074966,1.4706859114580322,-0.23429128320175832
Albany,AE,15,0.572175,101.192,98.6656,63.2115,-4.5452434775305,2013,0.07319855475657243,-0.7838154408974183,-0.8810123469920869,-1.3800486837425343,0.018917257897483754
Montana,BSky,13,0.492871,101.579,101.832,63.9091,-1.444431939554,2013,-3.037812969963108,-1.4172004742904045,0.9092399928180813,-1.07560411523861,0.09623583133413326
Western Kentucky,SB,16,0.489457,100.079,100.446,65.9884,-8.4011733833823,2013,0.6902089862307801,-0.12030518770318589,-0.8052204805498107,-0.6105999748783281,-0.17902445549898424
Southern,SWAC,16,0.474974,95.8938,96.7328,64.993,-5.6618213233164,2013,0.5640901087914527,-1.0140068987589765,-1.623098962332153,-0.9684152614465674,0.7859789376853931
James Madison,CAA,16,0.473628,98.5161,99.4248,64.185,-8.885805810552,2013,0.5523690558995562,-0.4540446515780535,-1.0301524814105567,-1.2588660867902821,-0.3497480158195552
LIU Brooklyn,NEC,16,0.419507,108.099,111.196,69.2919,-8.6490779069861,2013,0.08107997450109948,1.5922743121217828,1.5626007192671074,0.5769053487887146,-0.26635485378947227
North Carolina A&T,MEAC,16,0.345928,90.5772,95.7358,66.8613,-11.481105938796,2013,-0.559650598108739,-2.1493061716728676,-1.8427006122128478,-0.29681962160786846,-1.2640056122042493
Liberty,BSth,16,0.259125,100.099,109.674,65.7294,-15.562034368864,2013,-1.3155365967530779,-0.11603441588317133,1.2273612898604722,-0.7037024052793465,-2.7016119132590592
Louisville,Amer,4,0.971034,118.835,87.5596,68.7938,5.3148474910599,2014,1.822474763106169,1.0195016608929355,-1.4470810474879587,0.4639594289137413,0.3089987359859375
Arizona,P12,1,0.963574,116.155,87.3664,64.321,9.4417184543182,2014,0.323642577617921,-0.8508548861598404,-0.9998997641612938,-0.950196902506129,0.060850277770503676
Florida,SEC,1,0.957514,115.87,88.3746,63.0652,11.720617117867,2014,-0.07343406042969149,-0.9257039933657765,-0.6611090268168379,-1.2796351754126678,1.4899691135196234
Virginia,ACC,1,0.944922,114.638,89.5342,61.2236,8.1908697955004,2014,-0.8985147578381828,-1.2492622392524932,-0.271442552878503,-1.762748348994991,-0.7235687082866894
Wisconsin,B10,2,0.944055,122.676,95.949700000000007,63.9327,7.9473674433913,2014,0.26616984127835164,1.3166663179383948,1.0137853950301678,-1.0817803903381644,0.250881209341163
Duke,ACC,3,0.943151,125.905,98.6206,66.6796,6.4757482603484,2014,0.9346966014646753,2.4098124955341214,1.4245080290454046,-0.23387432299044397,0.337668923318456
Tennessee,SEC,11,0.937371,118.128,93.3611,63.0867,0.36321922913518,2014,2.0333282788875393,1.6953892662806345,-0.8161390487817118,-1.3951566570164993,-0.14739539411598224
Michigan St.,B10,4,0.931921,119.59,95.2537,66.2339,6.9350743798411,2014,0.6157752483700352,1.196804255501504,0.6449555786952426,-0.22709423312992916,1.568321274884364
Michigan,B10,2,0.929499,125.018,99.9026,62.5712,7.7289589042315,2014,-0.696900607228815,1.9058335423915667,2.0806334046180144,-1.4997622299308122,0.07029922611586951
Wichita St.,MVC,1,0.929451,116.352,92.9837,65.1082,8.1132364631384,2014,-1.9122396204181418,-0.7991170822315253,0.8877110361610705,-0.7436880568045627,-0.7722533028828072
Kansas,B12,2,0.926975,119.187,95.5571,68.1689,6.8990124029121,2014,-0.8638963349034549,0.4389530616970964,0.9078265980547346,0.21873717769883436,-0.6159073927081989
Pittsburgh,ACC,9,0.926085,117.143,94.0252,63.7693,4.1382080562347,2014,1.8376292014941498,1.7657312065168271,-0.19749783047911065,-1.2308925696730346,2.1175229196294696
Villanova,BE,2,0.925979,115.184,92.4653,67.5558,8.3341393853521,2014,-0.9297948074723703,-0.5680650422679115,0.07338083012645148,0.030514874463984768,0.5706674439081065
Connecticut,Amer,7,0.917125,112.528,91.3014,64.8058,4.7345617997184,2014,1.165527353503881,-0.06494265575620958,-1.2971419599121519,-0.6630760858858071,1.717414645030749
UCLA,P12,4,0.916657,119.01,96.6125,70.1928,4.5394607940535,2014,0.14485608101053069,1.0605982887823409,1.0144152123960968,0.8416242100376509,-0.29367114356204205
Syracuse,ACC,3,0.915628,114.215,92.828,61.5035,7.8675255642861,2014,-0.13941730232105967,-0.2593932128529815,-0.03651118786165644,-2.0737056478917166,1.402854981742536
Creighton,BE,3,0.914367,125.217,101.914,65.4119,5.6224235068472,2014,-0.18862914814723294,2.252719807136317,2.255174860686072,-0.6844750012187105,-0.3154166157013195
Ohio St.,B10,6,0.910736,108.366,88.5482,65.3627,4.4764686601268,2014,0.7196868524720528,-1.157751594171555,-1.7760786263586763,-0.6244675418595507,0.8982623400328152
Iowa,B10,11,0.908895,121.212,99.2379,70.8664,1.174578829,2014,1.4748441576623996,2.443827584713577,0.8842062150925485,1.4175174534145218,0.5489819435509744
Oklahoma St.,B12,9,0.906728,115.586,94.8449,69.2456,1.3722541135279,2014,1.313453411445663,1.318306884584284,0.06917922227304793,0.8632193876106408,-0.19786675686042718
Gonzaga,WCC,8,0.906371,113.641,93.2833,66.5198,3.9533233470428,2014,1.1828717020221244,0.39961008525118474,-0.46773220696542894,-0.35060950960779347,1.322078977775092
Kentucky,SEC,8,0.906163,117.196,96.2225,65.909,3.8979414113098,2014,1.1763148450868415,1.319309598453499,0.39974189741021937,-0.5619867669823353,1.2810732217155003
San Diego St.,MWC,4,0.896049,109.412,90.7231,63.9839,5.9789368914085,2014,-0.4909341575209642,-1.1933756225461591,-0.586920942091543,-0.8344893421569475,0.8251627099906111
VCU,A10,5,0.895523,108.3,89.8446,70.8104,3.6199727376073,2014,-0.33757581461801855,-1.105418383148807,-0.8356598647991323,1.442512053882547,-0.45684606609331996
Iowa St.,B12,3,0.890344,118.569,98.8282,71.6363,7.4903844280103,2014,-1.1261518858809378,0.7347660390133527,1.4768692467075781,1.527971840750244,1.1142129128694394
Baylor,B12,6,0.888511,119.166,99.4873,62.9486,3.113264577593,2014,0.10867879181357741,1.6893298120323532,1.7376090393334398,-1.5429120078684642,-0.23630188125082238
North Carolina,ACC,6,0.888298,113.376,94.6708,70.8309,4.2222557974057,2014,0.1028230115247015,0.16297783592859302,0.19052777654161251,1.4559094222388407,0.6866866689144024
Oklahoma,B12,5,0.879267,118.179,99.4397,71.605,4.0776784106538,2014,-0.9728826773985743,1.0697996195522583,1.7625443135682215,1.7189852479696028,-0.034674725543943234
Cincinnati,Amer,5,0.878319,108.654,91.4954,63.4541,5.3066436024493,2014,-1.0099318226936043,-1.0274725209202236,-0.3886488427515417,-1.1170396169739876,1.0988788069160245
Oregon,P12,7,0.871963,118.101,99.9547,69.2991,2.6258448208788,2014,0.03640806743893782,1.4218110914546467,1.6219520117482036,1.0482489514266973,-0.052308160723757824
New Mexico,MWC,7,0.869327,112.838,95.6956,66.163,4.4312739231774,2014,-0.02949597662614541,0.017758521641125465,0.18519226290110158,-0.14617084015538145,1.4628828718200912
Harvard,Ivy,12,0.864096,111.867,95.2464,65.5156,2.2441063838599,2014,1.0956937782192855,0.6848128895260778,-0.45171328970998925,-0.27366713721804437,1.2479309990424527
Texas,B12,7,0.850676,112.446,96.6576,68.6696,3.6307440416449,2014,-0.49579959038101146,-0.08681845106776567,0.5097122033558728,0.8084966288601623,0.7910449712139984
Memphis,Amer,8,0.847947,112.577,96.9502,69.4933,2.7952325904128,2014,-0.6588485363769441,0.12434699606770483,0.6145149328464463,0.6784184452108103,0.4646082802866082
Saint Louis,A10,5,0.847736,104.947,90.3918,67.4685,3.8208968550534,2014,-2.205157572227177,-1.8437022138054175,-0.6874865965265113,0.2797310731129433,-0.27152084727676673
Kansas St.,B12,9,0.847321,107.867,92.9331,64.8326,0.53000621738785,2014,-0.2952520263499841,-0.8998487615283003,-0.5527961216961826,-0.8242915353652484,-0.9029154034259521
Stanford,P12,10,0.843637,111.734,96.5009,67.2219,1.1320715845339,2014,-0.23793318827141316,0.05008478707755816,0.2935531826300598,-0.030513791038842185,-0.2228570400673411
Arizona St.,P12,10,0.8252,110.326,96.3977,69.2737,1.185326758216,2014,-0.7072523778279355,-0.2518706111448894,0.266420343688696,0.7089284251070002,-0.16894902026491265
Providence,BE,11,0.824942,114.93,100.436,64.8653,1.2438014154025,2014,-0.17167984252071214,0.9192849399678773,1.2308546735474506,-0.7521212992504378,0.608394613880413
Dayton,A10,11,0.818785,112.984,99.0976,65.3632,0.62430491205464,2014,-0.2924336960950616,0.4470213317738067,0.8436129601712389,-0.5721104454149931,0.07669039078716633
Nebraska,B10,11,0.817188,108.249,95.0331,66.4279,1.265124026349,2014,-0.32375477846605916,-0.7020887323571852,-0.33237623888554707,-0.18717861958933477,0.6266954795452869
George Washington,A10,9,0.815057,110.177,96.8451,67.164,3.1699574667663,2014,-1.1689415283453501,-0.23604003727385303,0.7199141752007912,0.06722511222731783,1.3069969797374774
BYU,WCC,10,0.807846,113.819,100.458,72.9699,0.56471455019006,2014,-1.1490034878547275,0.49722754651918105,1.3339345486656158,2.040991159934106,-0.7971692078395956
North Carolina St.,ACC,12,0.806604,114.847,101.435,66.476,0.63365959761343,2014,0.20161013953558382,1.5091106944098118,1.1875507727997507,0.03142190387174147,0.1337221601582555
Xavier,BE,12,0.796451,112.044,99.5102,65.9793,1.4352919382982,2014,0.043716325029990045,0.73377285981615,0.6777011351565436,-0.12636415059441744,0.6883420626315196
Massachusetts,A10,6,0.795213,108.977,96.8506,71.7981,3.5753460907283,2014,-2.456262942418803,-0.996680599802055,0.890689249942136,1.8238807107206036,0.14827821122180843
Colorado,P12,8,0.774045,106.863,96.0121,66.9335,2.4062402744858,2014,-2.9884871961429296,-1.3538985787390558,0.3376445404557317,-0.20744190748623723,0.17659155055620104
North Dakota St.,Sum,12,0.761286,113.938,103.008,64.0271,0.18632064719022,2014,-0.5031502156071834,1.2576722029201104,1.6042140521081252,-0.7465170306605164,-0.17577518976687181
Tulsa,CUSA,13,0.753738,105.574,95.7881,68.3881,-3.5649324410001,2014,0.44482167894273006,-0.3939288419004481,-0.6950630541658955,0.33770823580888243,-1.1314889355344064
Stephen F. Austin,Slnd,12,0.752656,111.958,101.632,63.4566,1.7181188131767,2014,-0.6373591803647214,0.7099843996752103,1.2397330143914553,-0.9277470368472355,0.8840195643998962
Manhattan,MAAC,13,0.751858,106.183,96.4251,69.5745,-0.51121356030196,2014,0.419723245105016,-0.2379407507551435,-0.5259766958659906,0.712067193898357,0.636549458387416
New Mexico St.,WAC,13,0.738488,111.633,101.997,67.1234,-2.3430388304848,2014,0.24123065978042138,1.1580117890509252,0.9530378721265355,-0.061357656213835515,-0.4240384788686283
North Carolina Central,MEAC,14,0.701782,107.918,100.178,64.1038,-0.57643282274226,2014,0.49321731525360546,0.3519778741856658,0.009949840435700734,-1.1494752496034146,1.0843936412902646
Mercer,ASun,14,0.699256,109.6,101.846,65.2081,-2.756958695662,2014,0.46145988755580497,0.7517959755449181,0.4834979551664748,-0.8245188845401131,-0.02456443218986498
Louisiana Lafayette,SB,14,0.655661,110.513,104.494,70.0299,-3.769913827273,2014,-0.08662604296105718,0.9688197130841597,1.2352697823889467,0.5943660208861594,-0.5397267539141222
Delaware,CAA,13,0.623685,110.743,105.983,72.3479,-1.3557779921591,2014,-1.2914158827042042,0.930048897229383,2.011088459541639,1.5871912114011737,0.14756458453327317
American,Pat,15,0.617838,101.847,97.6802,61.4102,-5.4848136154105,2014,0.6296455158422386,-0.6054171318314363,-1.1754776803711733,-1.9795306097704584,-0.5723378913559493
Eastern Kentucky,OVC,15,0.617717,112.069,107.489,66.0398,-3.3360109246026,2014,0.6281710160877023,2.1786859449204203,1.7556686176284102,-0.438775863343501,0.7798662756863064
Western Michigan,MAC,14,0.560534,104.712,102.52,67.0327,-2.8955696656419,2014,-1.282583614065029,-0.4101010990353648,0.674847732941377,-0.2876037494368769,-0.09505832365940209
Milwaukee,Horz,15,0.51225,104.297,103.853,67.7726,-6.0720819794486,2014,-0.6570444021901577,0.06187425322452648,0.6691291898159857,0.13790890955450966,-0.9418956606297031
Albany,AE,16,0.489995,102.783,103.142,63.1911,-8.6499194488006,2014,0.694893924162311,0.4571031623624902,-0.2113929498794473,-1.6161421700936507,-0.2666513073626869
Weber St.,BSky,16,0.483104,105.969,106.593,64.3257,-6.9215755716602,2014,0.6348866615485976,1.1374371132904617,0.5487327208710832,-1.2082888205454063,0.34219986235144106
Cal Poly,BW,16,0.435559,102.026,104.352,60.3707,-10.704453077664,2014,0.22086180289687948,0.2954544489750204,0.05512459912320292,-2.629988095587983,-0.990410751125785
Wofford,SC,15,0.427455,99.6674,102.233,62.1267,-6.5293016590759,2014,-1.6903518954617136,-1.1990613370836691,0.18502746455302851,-1.7410757160831183,-1.229616054265896
Mount St. Mary's,NEC,16,0.398562,107.088,110.988,69.9214,-9.4442515869676,2014,-0.10131040649501434,1.3763867966201546,1.5167861323311154,0.8031909856128139,-0.5464741237947284
Coastal Carolina,BSth,16,0.39463,98.2976,102.024,67.5001,-7.664666109857,2014,-0.13555051048530933,-0.5007028337116871,-0.45764635466040565,-0.06719092454157184,0.08042814587266661
Texas Southern,SWAC,16,0.329305,106.086,112.855,67.5922,-9.7242383189393,2014,-0.704404730517352,1.162421128437535,1.928016102569087,-0.03408384407850628,-0.6451062603273344
Kentucky,SEC,1,0.984165,120.261,83.9795,63.4539,13.08901321669,2015,1.6728513324097143,0.22749751449832384,-2.138017546656765,-1.1776661861796915,2.348103207357836
Duke,ACC,1,0.976397,125.215,90.5895,66.3811,10.663753981302,2015,1.1638593646945625,1.5285588376499462,0.08317544466127517,-0.4097638829052671,0.8272002772248567
